ID	Referenced By	stats	name	resource	c_name_id	mnu_vision_face
2309	1 refs poplist2101#1	Disciple Lorithia	Disciple Lorithia	612	White	905
2310	2 refs poplist2101#2 poplist2101#3	Primo Nova	Primo Nova	599	Magic	0
2311	2 refs poplist2101#2 poplist2101#3	Secondo Nova	Secondo Nova	597	Magic	0
2312		2312		598	Magic	0
2313	2 refs poplist2101#2 poplist2101#3	Quarto Nova	Quarto Nova	600	Magic	0
2314	2 refs poplist2101#2 poplist2101#3	Quinto Nova	Quinto Nova	601	Magic	0
2315		2315		602	Magic	0
2316	1 refs poplist2101#4	Clandestine Apety	Clandestine Apety	606	Telethia	0
2317	1 refs poplist2101#5	Active Impulso	Active Impulso	448	Selua	0
2318	1 refs poplist2101#6	Vivid Anstan	Vivid Anstan	608	Telethia	0
2319	1 refs poplist2101#7	Mystical Klesida	Mystical Klesida	603	Selua	0
2320	1 refs poplist2101#8	Victorious Gross	Victorious Gross	463	Selua	0
2321	1 refs poplist2101#9	Officer Robusto	Officer Robusto	460	Selua	0
2322	1 refs poplist2101#10	Ghostly Mahatos	Ghostly Mahatos	604	Telethia	0
2323	1 refs poplist2101#11	Dark King Barbarus	Dark King Barbarus	605	Telethia	0
2324		2324		409	White	0
2325		2325		409	White	0
2326		2326		409	White	0
2327		2327		409	White	0
2328		2328		409	White	0
2329		2329		409	White	0
2330		2330		409	White	0
2331		2331		409	White	0
2332		2332		409	White	0
2333		2333		409	White	0
2334		2334		409	White	0
2335		2335		409	White	0
2336		2336		409	White	0
2337		2337		409	White	0
2338		2338		409	White	0
2339		2339		409	White	0
2340		2340		409	White	0
2341		2341		409	White	0
2342		2342		409	White	0
2343		2343		409	White	0
2344		2344		409	White	0
2345		2345		409	White	0
2346		2346		409	White	0
2347		2347		409	White	0
2348		2348		409	White	0
2349		2349		409	White	0
2350		2350		409	White	0
2351		2351		409	White	0
2352		2352		409	White	0
2353		2353		409	White	0
2354		2354		409	White	0
2355		2355		409	White	0
2356		2356		409	White	0
2357		2357		409	White	0
2358		2358		409	White	0
2359		2359		409	White	0
2360		2360		409	White	0
2361		2361		409	White	0
2362		2362		409	White	0
2363		2363		409	White	0
2364		2364		409	White	0
2365		2365		409	White	0
2366		2366		409	White	0
2367		2367		409	White	0
2368		2368		409	White	0
2369		2369		409	White	0
2370		2370		409	White	0
2371		2371		409	White	0
2372		2372		409	White	0
2373		2373		409	White	0
2374		2374		409	White	0
2375		2375		409	White	0
2376		2376		409	White	0
2377		2377		409	White	0
2378		2378		409	White	0
2379		2379		409	White	0
2380		2380		409	White	0
2381		2381		409	White	0
2382		2382		409	White	0
2383		2383		409	White	0
2384		2384		409	White	0
2385		2385		409	White	0
2386		2386		409	White	0
2387		2387		409	White	0
2388		2388		409	White	0
2389		2389		409	White	0
2390		2390		409	White	0
2391		2391		409	White	0
2392		2392		409	White	0
2393		2393		409	White	0
2394		2394		409	White	0
2395		2395		409	White	0
2396		2396		409	White	0
2397		2397		409	White	0
2398		2398		409	White	0
2399		2399		409	White	0
2400		2400		409	White	0
2401	1 refs poplist2201#8	Spirit - Mumkhar	Spirit - Mumkhar	470	Mystery	896
2402	1 refs poplist2201#9	Spirit - Xord	Spirit - Xord	477	Mystery	897
2403		Spirit - Face	Spirit - Face	478	White	897
2404	1 refs poplist2201#11	Spirit - Gadolt	Spirit - Gadolt	481	Mystery	898
2405	1 refs poplist2201#10	Spirit - Telethia	Spirit - Telethia	611	Telethia	894
2406		Spirit - Disciple Lorithia	Spirit - Disciple Lorithia	608	Mystery	0
2407	1 refs poplist2201#1	Zanza	Zanza	622	White	907
2408	1 refs poplist2201#3	Zanza	Zanza	623	White	907
2409	1 refs poplist2201#2	Zanza Guardian	Zanza Guardian	620	White	910
2410	1 refs poplist2201#4	Zanza Guardian	Zanza Guardian	620	White	910
2411	1 refs poplist2201#5	Zanza	Zanza	621	White	906
2412	2 refs poplist2201#6 poplist2201#7	Zanza Guardian	Zanza Guardian	620	White	910
2413		Test Zanza	Test Zanza	622	White	0
2414		2414		409	White	0
2415		2415		409	White	0
2416		2416		409	White	0
2417		2417		409	White	0
2418		2418		409	White	0
2419		2419		409	White	0
2420		2420		409	White	0
2421		2421		409	White	0
2422		2422		409	White	0
2423		2423		409	White	0
2424		2424		409	White	0
2425		2425		409	White	0
2426		2426		409	White	0
2427		2427		409	White	0
2428		2428		409	White	0
2429		2429		409	White	0
2430		2430		409	White	0
2431		2431		409	White	0
2432		2432		409	White	0
2433		2433		409	White	0
2434		2434		409	White	0
2435		2435		409	White	0
2436		2436		409	White	0
2437		2437		409	White	0
2438		2438		409	White	0
2439		2439		409	White	0
2440		2440		409	White	0
2441		2441		409	White	0
2442		2442		409	White	0
2443		2443		409	White	0
2444		2444		409	White	0
2445		2445		409	White	0
2446		2446		409	White	0
2447		2447		409	White	0
2448		2448		409	White	0
2449		2449		409	White	0
2450		2450		409	White	0
2451		2451		409	White	0
2452		2452		409	White	0
2453		2453		409	White	0
2454		2454		409	White	0
2455		2455		409	White	0
2456		2456		409	White	0
2457		2457		409	White	0
2458		2458		409	White	0
2459		2459		409	White	0
2460		2460		409	White	0
2461		2461		409	White	0
2462		2462		409	White	0
2463		2463		409	White	0
2464		2464		409	White	0
2465		2465		409	White	0
2466		2466		409	White	0
2467		2467		409	White	0
2468		2468		409	White	0
2469		2469		409	White	0
2470		2470		409	White	0
2471		2471		409	White	0
2472		2472		409	White	0
2473		2473		409	White	0
2474		2474		409	White	0
2475		2475		409	White	0
2476		2476		409	White	0
2477		2477		409	White	0
2478		2478		409	White	0
2479		2479		409	White	0
2480		2480		409	White	0
2481		2481		409	White	0
2482		2482		409	White	0
2483		2483		409	White	0
2484		2484		409	White	0
2485		2485		409	White	0
2486		2486		409	White	0
2487		2487		409	White	0
2488		2488		409	White	0
2489		2489		409	White	0
2490		2490		409	White	0
2491		2491		409	White	0
2492		2492		409	White	0
2493		2493		409	White	0
2494		2494		409	White	0
2495		2495		409	White	0
2496		2496		409	White	0
2497		2497		409	White	0
2498		2498		409	White	0
2499		2499		409	White	0
2500		2500		409	White	0
2501	1 refs poplist2301#2	Yaldabaoth	Yaldabaoth	486	White	899
2502		2502		486	White	899
2503		2503		486	White	899
2504	1 refs poplist2301#1	Mechonis	Mechonis	487	White	0
2505	1 refs poplist2301#6	Zanza	Zanza	619	White	908
2506	2 refs JNL_quest1901#Save Bionis poplist2301#3	Energy Device	Energy Device	653	White	0
2507	1 refs poplist2301#4	Offensive/MOTOR	Offensive/MOTOR	455	White	0
2508	1 refs poplist2301#5	Exterminator/CLOCK	Exterminator/CLOCK	459	White	0
2509		2509		451	White	0
2510		2510		409	White	0
2511		2511		409	White	0
2512		2512		409	White	0
2513		2513		409	White	0
2514		2514		409	White	0
2515		2515		409	White	0
2516		2516		409	White	0
2517		2517		409	White	0
2518		2518		409	White	0
2519		2519		409	White	0
2520		2520		409	White	0
2521		2521		409	White	0
2522		2522		409	White	0
2523		2523		409	White	0
2524		2524		409	White	0
2525		2525		409	White	0
2526		2526		409	White	0
2527		2527		409	White	0
2528		2528		409	White	0
2529		2529		409	White	0
2530		2530		409	White	0
2531		2531		409	White	0
2532		2532		409	White	0
2533		2533		409	White	0
2534		2534		409	White	0
2535		2535		409	White	0
2536		2536		409	White	0
2537		2537		409	White	0
2538		2538		409	White	0
2539		2539		409	White	0
2540		2540		409	White	0
2541		2541		409	White	0
2542		2542		409	White	0
2543		2543		409	White	0
2544		2544		409	White	0
2545		2545		409	White	0
2546		2546		409	White	0
2547		2547		409	White	0
2548		2548		409	White	0
2549		2549		409	White	0
2550		2550		409	White	0
2551		2551		409	White	0
2552		2552		409	White	0
2553		2553		409	White	0
2554		2554		409	White	0
2555		2555		409	White	0
2556		2556		409	White	0
2557		2557		409	White	0
2558		2558		409	White	0
2559		2559		409	White	0
2560		2560		409	White	0
2561		2561		409	White	0
2562		2562		409	White	0
2563		2563		409	White	0
2564		2564		409	White	0
2565		2565		409	White	0
2566		2566		409	White	0
2567		2567		409	White	0
2568		2568		409	White	0
2569		2569		409	White	0
2570		2570		409	White	0
2571		2571		409	White	0
2572		2572		409	White	0
2573		2573		409	White	0
2574		2574		409	White	0
2575		2575		409	White	0
2576		2576		409	White	0
2577		2577		409	White	0
2578		2578		409	White	0
2579		2579		409	White	0
2580		2580		409	White	0
2581		2581		409	White	0
2582		2582		409	White	0
2583		2583		409	White	0
2584		2584		409	White	0
2585		2585		409	White	0
2586		2586		409	White	0
2587		2587		409	White	0
2588		2588		409	White	0
2589		2589		409	White	0
2590		2590		409	White	0
2591		2591		409	White	0
2592		2592		409	White	0
2593		2593		409	White	0
2594		2594		409	White	0
2595		2595		409	White	0
2596		2596		409	White	0
2597		2597		409	White	0
2598		2598		409	White	0
2599		2599		409	White	0
2600		2600		409	White	0
2601	2 refs poplist0801#1 poplist2401#1	Sureny Telethia	Sureny Telethia	605	White	0
2602	12 refs poplist2401#2 poplist2401#3 poplist2401#4 poplist2401#5 poplist2401#6 poplist2401#7 poplist2401#8 poplist2401#9 poplist2401#10 poplist2401#11 poplist2401#12 poplist2401#13	Telethia C (Dummy	Telethia C (Dummy	607	White	0
2603	6 refs poplist2401#14 poplist2401#15 poplist2401#16 poplist2401#17 poplist2401#18 poplist2401#19	Telethia D (Dummy	Telethia D (Dummy	609	White	0
2604		2604		409	White	0
2605		2605		409	White	0
2606		2606		409	White	0
2607		2607		409	White	0
2608		2608		409	White	0
2609		2609		409	White	0
2610		2610		409	White	0
2611		2611		409	White	0
2612		2612		409	White	0
2613		2613		409	White	0
2614		2614		409	White	0
2615		2615		409	White	0
2616		2616		409	White	0
2617		2617		409	White	0
2618		2618		409	White	0
2619		2619		409	White	0
2620		2620		409	White	0
2621		2621		409	White	0
2622		2622		409	White	0
2623		2623		409	White	0
2624		2624		409	White	0
2625		2625		409	White	0
2626		2626		409	White	0
2627		2627		409	White	0
2628		2628		409	White	0
2629		2629		409	White	0
2630		2630		409	White	0
2631		2631		409	White	0
2632		2632		409	White	0
2633		2633		409	White	0
2634		2634		409	White	0
2635		2635		409	White	0
2636		2636		409	White	0
2637		2637		409	White	0
2638		2638		409	White	0
2639		2639		409	White	0
2640		2640		409	White	0
2641		2641		409	White	0
2642		2642		409	White	0
2643		2643		409	White	0
2644		2644		409	White	0
2645		2645		409	White	0
2646		2646		409	White	0
2647		2647		409	White	0
2648		2648		409	White	0
2649		2649		409	White	0
2650		2650		409	White	0
2651		2651		409	White	0
2652		2652		409	White	0
2653		2653		409	White	0
2654		2654		409	White	0
2655		2655		409	White	0
2656		2656		409	White	0
2657		2657		409	White	0
2658		2658		409	White	0
2659		2659		409	White	0
2660		2660		409	White	0
2661		2661		409	White	0
2662		2662		409	White	0
2663		2663		409	White	0
2664		2664		409	White	0
2665		2665		409	White	0
2666		2666		409	White	0
2667		2667		409	White	0
2668		2668		409	White	0
2669		2669		409	White	0
2670		2670		409	White	0
2671		2671		409	White	0
2672		2672		409	White	0
2673		2673		409	White	0
2674		2674		409	White	0
2675		2675		409	White	0
2676		2676		409	White	0
2677		2677		409	White	0
2678		2678		409	White	0
2679		2679		409	White	0
2680		2680		409	White	0
2681		2681		409	White	0
2682		2682		409	White	0
2683		2683		409	White	0
2684		2684		409	White	0
2685		2685		409	White	0
2686		2686		409	White	0
2687		2687		409	White	0
2688		2688		409	White	0
2689		2689		409	White	0
2690		2690		409	White	0
2691		2691		409	White	0
2692		2692		409	White	0
2693		2693		409	White	0
2694		2694		409	White	0
2695		2695		409	White	0
2696		2696		409	White	0
2697		2697		409	White	0
2698		2698		409	White	0
2699		2699		622	White	0
2700		2700		612	White	0
2701	1 refs poplist2501#1	Officer Volff	Officer Volff	499	Volff	0
2702	1 refs poplist2501#1	Leg Volff	Leg Volff	500	Volff	0
2703	1 refs poplist2501#2	Field Ponio	Field Ponio	513	Ponio	0
2704	1 refs poplist2501#3	Leg Armu	Leg Armu	503	Armu	0
2705		Leg Ardun	Leg Ardun	505	Ardun	0
2706		Daughter Armu	Daughter Armu	503	Armu	0
2707	2 refs BTL_GimmckBossRescue#7 poplist2501#4	Gael'gar	Gael'gar	806	White	0
2708	1 refs poplist2501#4	Aggressor Andos	Aggressor Andos	464	White	0
2709	1 refs poplist2501#4	Defendor Andos	Defendor Andos	464	White	0
2710	1 refs poplist2501#5	Laeklit Mammut	Laeklit Mammut	538	Mammut	0
2711		Green Feris	Green Feris	501	Feris	0
2712	1 refs poplist2501#6	Antol King	Antol King	565	King	0
2713	1 refs poplist2501#6	Yellow Antol	Yellow Antol	560	Antol	0
2714	1 refs poplist2501#7	Deinos Sauros	Deinos Sauros	528	Sauros	0
2715	1 refs poplist2501#8	Wind Vang	Wind Vang	553	Vang	0
2716		2716				0
2717		2717				0
2718	2 refs JNL_quest2501#Favour for Fofora poplist2501#10	Inconvenient Kromar	Inconvenient Kromar	630	Kromar	0
2719	2 refs JNL_quest2501#Hekasa's Labour at Stake poplist2501#12	Ramrod Tirkin	Ramrod Tirkin	633	Tirkin	0
2720	2 refs JNL_quest2501#Ready, Setset, Go! poplist2501#13	Bodacious Rhogul	Bodacious Rhogul	544	Rhogul	0
2721	2 refs JNL_quest2501#Nonona's Calling poplist2501#14	Thing-a-Majicker XIII	Thing-a-Majicker XIII	630	Kromar	0
2722	2 refs JNL_quest2501#Incensed Dekadeka poplist2501#16	Slobbering Antol	Slobbering Antol	560	Antol	0
2723	2 refs JNL_quest2501#Priority Wunwun poplist2501#17	Cutpurse Igna	Cutpurse Igna	626	Igna	0
2724	2 refs JNL_quest2501#Ponspectors Till We Cry poplist2501#18	Prosecutor Davrum	Prosecutor Davrum	529	Dragon	0
2725	4 refs JNL_quest2501#No Armu Done poplist2501#26 poplist2501#27 poplist2501#28	Vicejaw Antol	Vicejaw Antol	561	Antol	0
2726	1 refs poplist2501#29	Somnivore Lexos	Somnivore Lexos	593	Lexos	0
2727	2 refs JNL_quest2501#Inclined to Climb poplist2501#30	Revenant Volff	Revenant Volff	500	Volff	0
2728	4 refs JNL_quest2501#Secure the Area poplist2501#31 poplist2501#32 poplist2501#33	Clamouring Pagul	Clamouring Pagul	582	Pagul	0
2729	2 refs JNL_quest2501#The Fallen poplist2501#34	Resentful Gael'gar	Resentful Gael'gar	806	White	0
2730	2 refs JNL_quest2501#The Future Within Our Grasp poplist2501#35	Diabolical Bana	Diabolical Bana	532	Pterix	0
2731	2 refs poplist2501#36 poplist2501#37	Glow Deinos	Glow Deinos	525	Deinos	0
2732	2 refs poplist2501#38 poplist2501#39	Dozy Eluca	Dozy Eluca	568	Eluca	0
2733		2733				0
2734		2734				0
2735		2735				0
2736		2736				0
2737		2737				0
2738		2738				0
2739		2739				0
2740		2740				0
2741	1 refs poplist2501#15	Slobbering Antol	Slobbering Antol	560	Antol	0
2742	3 refs poplist2501#23 poplist2501#24 poplist2501#25	Vicejaw Antol	Vicejaw Antol	561	Antol	0
2743	1 refs poplist2501#42	Air Marshal Reisenbach	Air Marshal Reisenbach	530	Pterix	0
2744	1 refs poplist2501#43	Marquis Odesh	Marquis Odesh	627	Igna	0
2745	1 refs poplist2501#44	Perceptive Quinops	Perceptive Quinops	644	Orluga	0
2746	1 refs poplist2501#45	Confluent Uzva	Confluent Uzva	551	White	0
2747	1 refs poplist2501#46	Booming Frederick	Booming Frederick	520	Brog	0
2748	1 refs poplist2501#47	Grotesque Deimis	Grotesque Deimis	565	White	0
2749	1 refs poplist2501#48	Cyclonic Yughana	Cyclonic Yughana	535	Tokilos	0
2750		NM枠	NM枠	516	Gogol	0
2751	1 refs poplist2501#49	Custodian Barreldart	Custodian Barreldart	595	Torta	0
2752	1 refs poplist2501#50	Terpsichorean Cenoth	Terpsichorean Cenoth	541	Flamii	0
2753	1 refs poplist2501#51	Caustic Naquatra	Caustic Naquatra	564	Queen	0
2754	1 refs poplist2501#52	Deputy Seagal	Deputy Seagal	911	Igna	0
2755	1 refs poplist2501#53	Ravager Apelpisía	Ravager Apelpisía	631	Kromar	0
2756	1 refs poplist2501#54	Phlegmatic Jamir	Phlegmatic Jamir	489	Bunnit	0
2757	1 refs poplist2501#55	Dismal Umya	Dismal Umya	524	Lizard	0
2758	1 refs poplist2501#56	Highborn Alexandra	Highborn Alexandra	511	Eks	0
2759	1 refs poplist2501#57	Contemptuous Greymane	Contemptuous Greymane	910	Gogol	0
2760	1 refs poplist2501#58	Quondam Grimbellum	Quondam Grimbellum	645	Orluga	0
2761	1 refs poplist2501#59	Buoyant Rostein	Buoyant Rostein	568	Eluca	0
2762	1 refs poplist2501#60	Citadel Tostega	Citadel Tostega	596	Tude	0
2763	17 refs JNL_quest2501#Praying Caterpile Control poplist2501#71 poplist2501#72 poplist2501#73 poplist2501#74 poplist2501#75 poplist2501#339 poplist2501#344 poplist2501#578 poplist2501#579 poplist2501#580 poplist2501#581 poplist2501#582 poplist2501#583 poplist2501#584 poplist2501#585 poplist2501#586	Praying Caterpile	Praying Caterpile	566	Caterpile	0
2764	12 refs poplist2501#333 poplist2501#360 poplist2501#361 poplist2501#377 poplist2501#378 poplist2501#490 poplist2501#491 poplist2501#492 poplist2501#493 poplist2501#494 poplist2501#495 poplist2501#496	Perna Eluca	Perna Eluca	568	Eluca	0
2765	6 refs poplist2501#228 poplist2501#230 poplist2501#243 poplist2501#244 poplist2501#245 poplist2501#246	Marble Krabble	Marble Krabble	581	Krabble	0
2766	10 refs poplist2501#76 poplist2501#77 poplist2501#78 poplist2501#79 poplist2501#132 poplist2501#134 poplist2501#136 poplist2501#138 poplist2501#140 poplist2501#145	Cruz Pagul	Cruz Pagul	582	Pagul	0
2767	4 refs poplist2501#80 poplist2501#81 poplist2501#82 poplist2501#83	Acid Upa	Acid Upa	522	Upa	0
2768	7 refs poplist2501#442 poplist2501#443 poplist2501#444 poplist2501#445 poplist2501#508 poplist2501#510 poplist2501#511	Prado Upa	Prado Upa	523	Upa	0
2769	9 refs poplist2501#254 poplist2501#255 poplist2501#256 poplist2501#615 poplist2501#616 poplist2501#617 poplist2501#618 poplist2501#621 poplist2501#622	Resplendent Flamii	Resplendent Flamii	539	Flamii	0
2770	8 refs poplist2501#84 poplist2501#85 poplist2501#86 poplist2501#612 poplist2501#613 poplist2501#614 poplist2501#619 poplist2501#620	Lake Flamii	Lake Flamii	540	Flamii	0
2771	2 refs poplist2501#412 poplist2501#415	Satorl Rhogul	Satorl Rhogul	544	Rhogul	0
2772	5 refs poplist2501#90 poplist2501#91 poplist2501#92 poplist2501#93 poplist2501#94	Makna Ansel	Makna Ansel	545	Ansel	0
2773	5 refs poplist2501#173 poplist2501#176 poplist2501#429 poplist2501#430 poplist2501#431	Spear Tirkin	Spear Tirkin	633	Tirkin	0
2774	8 refs poplist2501#175 poplist2501#176 poplist2501#177 poplist2501#179 poplist2501#429 poplist2501#430 poplist2501#431 poplist2501#446	Archer Tirkin	Archer Tirkin	637	Tirkin	0
2775	2 refs poplist2501#199 poplist2501#549	Ammos Orluga	Ammos Orluga	643	Orluga	0
2776	4 refs poplist2501#195 poplist2501#196 poplist2501#197 poplist2501#563	Sabulum Orluga	Sabulum Orluga	645	Orluga	0
2777	3 refs poplist2501#488 poplist2501#497 poplist2501#498	Suelo Orluga	Suelo Orluga	646	Orluga	0
2778	2 refs poplist2501#434 poplist2501#437	Ciconia Ekidno	Ciconia Ekidno	533	Ekidno	0
2779	13 refs poplist2501#201 poplist2501#202 poplist2501#203 poplist2501#204 poplist2501#205 poplist2501#206 poplist2501#207 poplist2501#208 poplist2501#550 poplist2501#551 poplist2501#552 poplist2501#555 poplist2501#558	Worker Arachno	Worker Arachno	556	Arachno	0
2780	5 refs poplist2501#204 poplist2501#207 poplist2501#208 poplist2501#556 poplist2501#557	Director Arachno	Director Arachno	557	Arachno	0
2781	21 refs poplist2501#69 poplist2501#70 poplist2501#115 poplist2501#116 poplist2501#117 poplist2501#121 poplist2501#122 poplist2501#123 poplist2501#124 poplist2501#260 poplist2501#261 poplist2501#263 poplist2501#264 poplist2501#336 poplist2501#337 poplist2501#338 poplist2501#587 poplist2501#588 poplist2501#589 poplist2501#590 poplist2501#591	Ridge Antol	Ridge Antol	560	Antol	0
2782	13 refs poplist2501#118 poplist2501#119 poplist2501#120 poplist2501#257 poplist2501#258 poplist2501#259 poplist2501#262 poplist2501#271 poplist2501#328 poplist2501#338 poplist2501#587 poplist2501#588 poplist2501#589	Red Antol	Red Antol	561	Antol	0
2783	2 refs poplist2501#548 poplist2501#557	Arachno Queen	Arachno Queen	563	Bug	0
2784	3 refs poplist2501#608 poplist2501#609 poplist2501#610	Colony Piranhax	Colony Piranhax	589	Piranhax	0
2785	3 refs JNL_quest2501#Evelen on the Edge poplist2501#217 poplist2501#218	Whapol Sardi	Whapol Sardi	590	Sardi	0
2786	1 refs poplist2501#611	Lunar Grady	Lunar Grady	591	Grady	0
2787	1 refs poplist2501#611	Sol Grady	Sol Grady	592	Grady	0
2788	5 refs poplist2501#272 poplist2501#273 poplist2501#274 poplist2501#342 poplist2501#343	Shadow Vang	Shadow Vang	553	Vang	0
2789	6 refs poplist2501#316 poplist2501#317 poplist2501#318 poplist2501#319 poplist2501#320 poplist2501#321	Leg Skeeter	Leg Skeeter	569	Skeeter	0
2790	11 refs poplist2501#61 poplist2501#62 poplist2501#125 poplist2501#128 poplist2501#221 poplist2501#223 poplist2501#225 poplist2501#340 poplist2501#341 poplist2501#602 poplist2501#605	Clowd Flier	Clowd Flier	574	Flier	0
2791	9 refs poplist2501#63 poplist2501#64 poplist2501#126 poplist2501#129 poplist2501#222 poplist2501#224 poplist2501#226 poplist2501#603 poplist2501#606	Light Wisp	Light Wisp	575	Wisp	0
2792	3 refs poplist2501#101 poplist2501#102 poplist2501#220	Leg Armu	Leg Armu	503	Armu	0
2793	3 refs poplist2501#102 poplist2501#153 poplist2501#219	Leg Ardun	Leg Ardun	505	Ardun	0
2794	3 refs poplist2501#101 poplist2501#102 poplist2501#220	Baby Armu	Baby Armu	503	Armu	0
2795	4 refs poplist2501#97 poplist2501#98 poplist2501#99 poplist2501#100	Makna Eks	Makna Eks	510	Eks	0
2796	13 refs poplist2501#237 poplist2501#238 poplist2501#345 poplist2501#346 poplist2501#347 poplist2501#348 poplist2501#392 poplist2501#393 poplist2501#394 poplist2501#395 poplist2501#396 poplist2501#397 poplist2501#411	Lampo Ponio	Lampo Ponio	513	Ponio	0
2797	14 refs poplist2501#294 poplist2501#300 poplist2501#301 poplist2501#302 poplist2501#303 poplist2501#304 poplist2501#305 poplist2501#306 poplist2501#307 poplist2501#308 poplist2501#312 poplist2501#468 poplist2501#471 poplist2501#473	Sloth Gogol	Sloth Gogol	908	Gogol	0
2798	9 refs poplist2501#164 poplist2501#165 poplist2501#166 poplist2501#167 poplist2501#168 poplist2501#169 poplist2501#170 poplist2501#171 poplist2501#172	Gluttony Gogol	Gluttony Gogol	909	Gogol	0
2799	1 refs poplist2501#436	Lelepago Pterix	Lelepago Pterix	530	Pterix	0
2800	5 refs poplist2501#504 poplist2501#506 poplist2501#507 poplist2501#509 poplist2501#511	Poison Brog	Poison Brog	519	Brog	0
2801	6 refs JNL_quest2501#Supplant the Noble Brogs poplist2501#146 poplist2501#147 poplist2501#148 poplist2501#149 poplist2501#150	Noble Brog	Noble Brog	520	Brog	0
2802	3 refs poplist2501#544 poplist2501#545 poplist2501#546	Eryth Rhana	Eryth Rhana	521	Rhana	0
2803	20 refs poplist2501#322 poplist2501#324 poplist2501#326 poplist2501#351 poplist2501#353 poplist2501#356 poplist2501#358 poplist2501#368 poplist2501#370 poplist2501#373 poplist2501#375 poplist2501#384 poplist2501#454 poplist2501#456 poplist2501#458 poplist2501#459 poplist2501#484 poplist2501#486 poplist2501#503 poplist2501#505	Petra Apis	Petra Apis	571	Apis	0
2804	22 refs poplist2501#322 poplist2501#324 poplist2501#326 poplist2501#351 poplist2501#353 poplist2501#356 poplist2501#358 poplist2501#368 poplist2501#370 poplist2501#373 poplist2501#375 poplist2501#384 poplist2501#454 poplist2501#456 poplist2501#458 poplist2501#459 poplist2501#484 poplist2501#486 poplist2501#503 poplist2501#505 poplist2501#624 poplist2501#626	Klanis Apis	Klanis Apis	572	Apis	0
2805	4 refs poplist2501#191 poplist2501#192 poplist2501#193 poplist2501#199	Fighter Igna	Fighter Igna	911	Igna	0
2806	2 refs poplist2501#180 poplist2501#183	Duel Igna	Duel Igna	627	Igna	0
2807	8 refs poplist2501#181 poplist2501#184 poplist2501#191 poplist2501#192 poplist2501#194 poplist2501#197 poplist2501#198 poplist2501#568	Barbaro Igna	Barbaro Igna	628	Igna	0
2808	7 refs poplist2501#182 poplist2501#190 poplist2501#191 poplist2501#192 poplist2501#193 poplist2501#565 poplist2501#566	Ether Igna	Ether Igna	629	Igna	0
2809	3 refs poplist2501#311 poplist2501#313 poplist2501#514	Somati Kromar	Somati Kromar	912	Kromar	0
2810	10 refs poplist2501#292 poplist2501#293 poplist2501#309 poplist2501#314 poplist2501#315 poplist2501#469 poplist2501#470 poplist2501#472 poplist2501#502 poplist2501#513	Maleza Kromar	Maleza Kromar	631	Kromar	0
2811	7 refs poplist2501#310 poplist2501#311 poplist2501#312 poplist2501#314 poplist2501#468 poplist2501#470 poplist2501#512	Flutes Kromar	Flutes Kromar	632	Kromar	0
2812	7 refs poplist2501#104 poplist2501#105 poplist2501#106 poplist2501#108 poplist2501#570 poplist2501#574 poplist2501#575	Little Bunnit	Little Bunnit	488	Bunnit	0
2813	8 refs poplist2501#67 poplist2501#68 poplist2501#103 poplist2501#107 poplist2501#108 poplist2501#499 poplist2501#500 poplist2501#575	Wood Bunnit	Wood Bunnit	489	Bunnit	0
2814	4 refs poplist2501#215 poplist2501#231 poplist2501#235 poplist2501#600	Satorl Volff	Satorl Volff	906	Volff	0
2815	27 refs poplist2501#9 poplist2501#151 poplist2501#152 poplist2501#211 poplist2501#212 poplist2501#213 poplist2501#214 poplist2501#215 poplist2501#216 poplist2501#231 poplist2501#232 poplist2501#233 poplist2501#234 poplist2501#236 poplist2501#248 poplist2501#275 poplist2501#276 poplist2501#277 poplist2501#278 poplist2501#279 poplist2501#280 poplist2501#460 poplist2501#461 poplist2501#462 poplist2501#569 poplist2501#600 poplist2501#601	Leg Volff	Leg Volff	500	Volff	0
2816	5 refs JNL_quest2501#Ether Font poplist2501#21 poplist2501#22 poplist2501#88 poplist2501#89	Wind Nebula	Wind Nebula	597	Uranus	0
2817	4 refs poplist2501#479 poplist2501#486 poplist2501#592 poplist2501#593	Caris Nebula	Caris Nebula	598	Mercury	0
2818	19 refs JNL_quest2501#Ether Font poplist2501#19 poplist2501#20 poplist2501#41 poplist2501#65 poplist2501#66 poplist2501#87 poplist2501#95 poplist2501#96 poplist2501#127 poplist2501#130 poplist2501#142 poplist2501#240 poplist2501#242 poplist2501#595 poplist2501#597 poplist2501#599 poplist2501#604 poplist2501#607	Aqua Nebula	Aqua Nebula	599	Saturn	0
2819	3 refs poplist2501#41 poplist2501#239 poplist2501#241	Bagrus Nebula	Bagrus Nebula	600	Mars	0
2820	25 refs poplist2501#323 poplist2501#325 poplist2501#327 poplist2501#352 poplist2501#354 poplist2501#355 poplist2501#357 poplist2501#359 poplist2501#369 poplist2501#371 poplist2501#372 poplist2501#374 poplist2501#376 poplist2501#385 poplist2501#413 poplist2501#416 poplist2501#455 poplist2501#457 poplist2501#485 poplist2501#487 poplist2501#538 poplist2501#541 poplist2501#543 poplist2501#625 poplist2501#627	Grom Nebula	Grom Nebula	601	Jupiter	0
2821	10 refs poplist2501#109 poplist2501#110 poplist2501#111 poplist2501#112 poplist2501#400 poplist2501#401 poplist2501#402 poplist2501#403 poplist2501#404 poplist2501#426	Morule Hox	Morule Hox	498	Hox	0
